Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC Fight Night: Werdum vs. Tybura,11/18/2017,3,Welterweight,170,Bojan Velickovic,Jake Matthews,0,S-DEC,3,5:00,24,1,1,3,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,4,Middleweight,185,Elias Theodorou,Daniel Kelly,1,U-DEC,3,5:00,118,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,4,Middleweight,185,Daniel Kelly,Elias Theodorou,0,U-DEC,3,5:00,42,2,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,5,Catch Weight,0,Alexander Volkanovski,Shane Young,1,U-DEC,3,5:00,68,5,0,9,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,5,Catch Weight,0,Shane Young,Alexander Volkanovski,0,U-DEC,3,5:00,18,1,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,6,Flyweight,125,Ashkan Mokhtarian,Ryan Benoit,0,KO/TKO  Kick,3,2:38,42,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,6,Flyweight,125,Ryan Benoit,Ashkan Mokhtarian,1,KO/TKO  Kick,3,2:38,45,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,7,Lightweight,155,Nik Lentz,Will Brooks,1,SUB  Guillotine Choke,2,2:05,34,0,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,7,Lightweight,155,Will Brooks,Nik Lentz,0,SUB  Guillotine Choke,2,2:05,49,2,1,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,8,Heavyweight,265,Rashad Coulter,Tai Tuivasa,0,KO/TKO  Flying Knee,1,4:35,10,0,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,8,Heavyweight,265,Tai Tuivasa,Rashad Coulter,1,KO/TKO  Flying Knee,1,4:35,22,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,9,Lightweight,155,Damien Brown,Frank Camacho,0,S-DEC,3,5:00,104,2,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,9,Lightweight,155,Frank Camacho,Damien Brown,1,S-DEC,3,5:00,154,1,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,10,Women's Strawweight,115,Alex Chambers,Nadia Kassem,0,U-DEC,3,5:00,45,4,0,4,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,10,Women's Strawweight,115,Nadia Kassem,Alex Chambers,1,U-DEC,3,5:00,52,0,6,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,11,Flyweight,125,Jenel Lausa,Eric Shelton,0,U-DEC,3,5:00,5,1,2,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,11,Flyweight,125,Eric Shelton,Jenel Lausa,1,U-DEC,3,5:00,86,5,0,4,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,12,Heavyweight,265,Adam Wieczorek,Anthony Hamilton,1,U-DEC,3,5:00,42,0,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,11/18/2017,12,Heavyweight,265,Anthony Hamilton,Adam Wieczorek,0,U-DEC,3,5:00,32,2,0,5,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Poirier vs. Pettis,11/11/2017,0,Lightweight,155,Dustin Poirier,Anthony Pettis,1,KO/TKO,3,2:08,53,5,0,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,0,Lightweight,155,Anthony Pettis,Dustin Poirier,0,KO/TKO,3,2:08,34,1,4,2,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,1,Welterweight,170,Matt Brown,Diego Sanchez,1,KO/TKO  Elbow,1,3:44,18,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,1,Welterweight,170,Diego Sanchez,Matt Brown,0,KO/TKO  Elbow,1,3:44,12,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,2,Heavyweight,265,Andrei Arlovski,Junior Albini,1,U-DEC,3,5:00,92,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,2,Heavyweight,265,Junior Albini,Andrei Arlovski,0,U-DEC,3,5:00,48,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,3,Middleweight,185,Cezar Ferreira,Nate Marquardt,1,S-DEC,3,5:00,47,2,0,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,3,Middleweight,185,Nate Marquardt,Cezar Ferreira,0,S-DEC,3,5:00,36,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,4,Bantamweight,135,Raphael Assuncao,Matthew Lopez,1,KO/TKO  Punch,3,1:50,46,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,4,Bantamweight,135,Matthew Lopez,Raphael Assuncao,0,KO/TKO  Punch,3,1:50,34,1,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,5,Lightweight,155,Clay Guida,Joe Lauzon,1,KO/TKO  Punch,1,1:07,24,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,5,Lightweight,155,Joe Lauzon,Clay Guida,0,KO/TKO  Punch,1,1:07,1,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,6,Bantamweight,135,John Dodson,Marlon Moraes,0,S-DEC,3,5:00,43,2,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,6,Bantamweight,135,Marlon Moraes,John Dodson,1,S-DEC,3,5:00,45,1,1,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,7,Women's Strawweight,115,Tatiana Suarez,Viviane Pereira,1,U-DEC,3,5:00,71,4,0,13,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,7,Women's Strawweight,115,Viviane Pereira,Tatiana Suarez,0,U-DEC,3,5:00,13,0,1,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,8,Lightweight,155,Michel Quinones,Sage Northcutt,0,U-DEC,3,5:00,55,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,8,Lightweight,155,Sage Northcutt,Michel Quinones,1,U-DEC,3,5:00,79,3,0,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,9,Women's Strawweight,115,Angela Hill,Nina Ansaroff,0,U-DEC,3,5:00,107,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,9,Women's Strawweight,115,Nina Ansaroff,Angela Hill,1,U-DEC,3,5:00,143,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,10,Welterweight,170,Court McGee,Sean Strickland,0,U-DEC,3,5:00,62,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,10,Welterweight,170,Sean Strickland,Court McGee,1,U-DEC,3,5:00,78,3,1,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,11,Light Heavyweight,205,Marcel Fortuna,Jake Collier,0,U-DEC,3,5:00,59,1,1,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,11,Light Heavyweight,205,Jake Collier,Marcel Fortuna,1,U-DEC,3,5:00,94,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,12,Middleweight,185,Karl Roberson,Darren Stewart,1,SUB  Rear Naked Choke,1,3:41,17,1,2,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,11/11/2017,12,Middleweight,185,Darren Stewart,Karl Roberson,0,SUB  Rear Naked Choke,1,3:41,6,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC 217: Bisping vs. St-Pierre,11/4/2017,0,Middleweight,185,Georges St. Pierre,Michael Bisping,1,SUB  Rear Naked Choke,3,4:23,59,3,1,2,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,0,Middleweight,185,Michael Bisping,Georges St-Pierre,0,SUB  Rear Naked Choke,3,4:23,27,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,1,Bantamweight,135,TJ Dillashaw,Cody Garbrandt,1,KO/TKO  Punch,2,2:41,20,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,1,Bantamweight,135,Cody Garbrandt,TJ Dillashaw,0,KO/TKO  Punch,2,2:41,18,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,2,Women's Strawweight,115,Rose Namajunas,Joanna Jedrzejczyk,1,KO/TKO  Punch,1,3:03,15,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,2,Women's Strawweight,115,Joanna Jedrzejczyk,Rose Namajunas,0,KO/TKO  Punch,1,3:03,5,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,3,Welterweight,170,Stephen Thompson,Jorge Masvidal,1,U-DEC,3,5:00,70,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,3,Welterweight,170,Jorge Masvidal,Stephen Thompson,0,U-DEC,3,5:00,42,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,4,Middleweight,185,Paulo Costa,Johny Hendricks,1,KO/TKO  Punches,2,1:23,49,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,4,Middleweight,185,Johny Hendricks,Paulo Costa,0,KO/TKO  Punches,2,1:23,27,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,5,Lightweight,155,James Vick,Joe Duffy,1,KO/TKO  Punch,2,4:59,42,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,5,Lightweight,155,Joe Duffy,James Vick,0,KO/TKO  Punch,2,4:59,25,2,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,6,Heavyweight,265,Mark Godbeer,Walt Harris,1,DQ,1,4:29,3,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,6,Heavyweight,265,Walt Harris,Mark Godbeer,0,DQ,1,4:29,21,1,0,3,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,7,Light Heavyweight,205,Ovince Saint Preux,Corey Anderson,1,KO/TKO  Kick,3,1:25,23,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,7,Light Heavyweight,205,Corey Anderson,Ovince Saint Preux,0,KO/TKO  Kick,3,1:25,30,4,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,8,Welterweight,170,Mickey Gall,Randy Brown,0,U-DEC,3,5:00,7,0,2,4,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,8,Welterweight,170,Randy Brown,Mickey Gall,1,U-DEC,3,5:00,41,1,0,2,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,9,Heavyweight,265,Oleksiy Oliynyk,Curtis Blaydes,0,KO/TKO,2,1:39,34,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,9,Heavyweight,265,Curtis Blaydes,Aleksei Oleinik,1,KO/TKO,2,1:39,39,4,0,1,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,10,Bantamweight,135,Ricardo Ramos,Aiemann Zahabi,1,KO/TKO  Elbow,3,1:58,42,3,0,1,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,11/4/2017,10,Bantamweight,135,Aiemann Zahabi,Ricardo Ramos,0,KO/TKO  Elbow,3,1:58,46,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC Fight Night: Brunson vs. Machida,10/28/2017,0,Middleweight,185,Derek Brunson,Lyoto Machida,1,KO/TKO  Punch,1,2:30,10,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,0,Middleweight,185,Lyoto Machida,Derek Brunson,0,KO/TKO  Punch,1,2:30,3,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,1,Welterweight,170,Colby Covington,Demian Maia,1,U-DEC,3,5:00,88,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,1,Welterweight,170,Demian Maia,Colby Covington,0,U-DEC,3,5:00,53,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,2,Bantamweight,135,Pedro Munhoz,Rob Font,1,SUB  Guillotine Choke,1,4:03,20,0,1,1,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,2,Bantamweight,135,Rob Font,Pedro Munhoz,0,SUB  Guillotine Choke,1,4:03,30,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,3,Lightweight,155,Francisco Trinaldo,Jim Miller,1,U-DEC,3,5:00,63,1,0,2,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,3,Lightweight,155,Jim Miller,Francisco Trinaldo,0,U-DEC,3,5:00,34,1,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,4,Middleweight,185,Thiago Santos,Jack Hermansson,1,KO/TKO  Punch,1,4:59,28,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,4,Middleweight,185,Jack Hermansson,Thiago Santos,0,KO/TKO  Punch,1,4:59,5,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,5,Bantamweight,135,Marlon Vera,John Lineker,0,U-DEC,3,5:00,49,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,5,Bantamweight,135,John Lineker,Marlon Vera,1,U-DEC,3,5:00,77,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,6,Welterweight,170,Niko Price,Vicente Luque,0,SUB  D'Arce Choke,2,4:08,25,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,6,Welterweight,170,Vicente Luque,Niko Price,1,SUB  D'Arce Choke,2,4:08,61,0,1,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,7,Middleweight,185,Jack Marshman,Antonio Carlos Junior,0,SUB  Rear Naked Choke,1,4:30,1,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,7,Middleweight,185,Antonio Carlos Junior,Jack Marshman,1,SUB  Rear Naked Choke,1,4:30,11,1,1,3,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,8,Lightweight,155,Hacran Dias,Jared Gordon,0,U-DEC,3,5:00,32,0,1,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,8,Lightweight,155,Jared Gordon,Hacran Dias,1,U-DEC,3,5:00,101,2,0,4,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,9,Welterweight,170,Max Griffin,Elizeu Zaleski dos Santos,0,U-DEC,3,5:00,51,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,9,Welterweight,170,Elizeu Zaleski Dos Santos,Max Griffin,1,U-DEC,3,5:00,84,0,0,1,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,10,Flyweight,125,Jarred Brooks,Deiveson Figueiredo,0,S-DEC,3,5:00,30,7,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,10,Flyweight,125,Deiveson Figueiredo,Jarred Brooks,1,S-DEC,3,5:00,19,1,5,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,11,Heavyweight,265,Marcelo Golm,Christian Colombo,1,SUB  Rear Naked Choke,1,2:08,35,1,1,2,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,10/28/2017,11,Heavyweight,265,Christian Colombo,Marcelo Golm,0,SUB  Rear Naked Choke,1,2:08,2,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Cerrone vs. Till,10/21/2017,0,Welterweight,170,Darren Till,Donald Cerrone,1,KO/TKO  Punch,1,4:20,24,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,0,Welterweight,170,Donald Cerrone,Darren Till,0,KO/TKO  Punch,1,4:20,14,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,1,Women's Strawweight,115,Karolina Kowalkiewicz,Jodie Esquibel,1,U-DEC,3,5:00,127,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,1,Women's Strawweight,115,Jodie Esquibel,Karolina Kowalkiewicz,0,U-DEC,3,5:00,65,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,2,Light Heavyweight,205,Jan Blachowicz,Devin Clark,1,SUB  Rear Naked Choke,2,3:02,33,1,1,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,2,Light Heavyweight,205,Devin Clark,Jan Blachowicz,0,SUB  Rear Naked Choke,2,3:02,15,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,3,Middleweight,185,Oskar Piechota,Jonathan Wilson,1,U-DEC,3,5:00,56,1,3,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,3,Middleweight,185,Jonathan Wilson,Oskar Piechota,0,U-DEC,3,5:00,17,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,4,Lightweight,155,Marcin Held,Nasrat Haqparast,1,U-DEC,3,5:00,19,3,1,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,4,Lightweight,155,Nasrat Haqparast,Marcin Held,0,U-DEC,3,5:00,27,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,5,Bantamweight,135,Brian Kelleher,Damian Stasiak,1,KO/TKO  Punch,3,3:39,79,1,1,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,5,Bantamweight,135,Damian Stasiak,Brian Kelleher,0,KO/TKO  Punch,3,3:39,43,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,6,Middleweight,185,Ramazan Emeev,Sam Alvey,1,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,6,Middleweight,185,Sam Alvey,Ramazan Emeev,0,U-DEC,3,5:00,29,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,7,Featherweight,145,Andre Fili,Artem Lobov,1,U-DEC,3,5:00,55,5,0,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,7,Featherweight,145,Artem Lobov,Andre Fili,0,U-DEC,3,5:00,55,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,8,Welterweight,170,Salim Touahri,Warlley Alves,0,U-DEC,3,5:00,35,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,8,Welterweight,170,Warlley Alves,Salim Touahri,1,U-DEC,3,5:00,38,2,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,9,Women's Bantamweight,135,Lina Lansberg,Aspen Ladd,0,KO/TKO  Punches,2,2:33,41,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,9,Women's Bantamweight,135,Aspen Ladd,Lina Lansberg,1,KO/TKO  Punches,2,2:33,26,1,0,2,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,10,Featherweight,145,Josh Emmett,Felipe Arantes,1,U-DEC,3,5:00,67,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,10/21/2017,10,Featherweight,145,Felipe Arantes,Josh Emmett,0,U-DEC,3,5:00,43,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC 216: Ferguson vs. Lee,10/7/2017,0,Lightweight,155,Tony Ferguson,Kevin Lee,1,SUB  Triangle Choke,3,4:02,54,0,2,0,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,0,Lightweight,155,Kevin Lee,Tony Ferguson,0,SUB  Triangle Choke,3,4:02,55,3,0,2,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,1,Flyweight,125,Demetrious Johnson,Ray Borg,1,SUB  Armbar,5,3:15,64,8,2,19,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,1,Flyweight,125,Ray Borg,Demetrious Johnson,0,SUB  Armbar,5,3:15,13,3,0,1,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,2,Heavyweight,265,Fabricio Werdum,Walt Harris,1,SUB  Armbar,1,1:05,0,1,1,2,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,2,Heavyweight,265,Walt Harris,Fabricio Werdum,0,SUB  Armbar,1,1:05,0,0,0,0,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,10/7/2017,3,Women's Flyweight,125,Mara Romero Borella,Kalindra Faria,1,SUB  Rear Naked Choke,1,2:54,3,1,1,3,http://www.fightmetric.com/event-details/cc5834a495d1ea08
